,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,InternetService_DSL,InternetService_Fiber optic,InternetService_No,Contract_Month-to-month,Contract_One year,Contract_Two year,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
3450,1,1,1,0,70,1,1,0,1,1,0,1,1,1,1371,6290,0,0,1,0,0,1,0,0,0,1,0
1253,0,0,0,0,7,1,0,0,0,0,0,0,1,1,886,1650,1,0,1,0,1,0,0,0,0,1,0
6268,0,0,0,0,22,1,0,0,0,0,0,0,0,0,46,1494,0,0,0,1,0,1,0,1,0,0,0
6210,0,0,0,1,25,1,0,0,1,0,1,0,0,1,454,2866,0,1,0,0,0,1,0,0,1,0,0
2225,1,0,0,0,33,0,0,0,1,0,0,1,0,1,227,2934,0,1,0,0,0,1,0,0,0,1,0
4121,1,1,1,0,27,1,1,0,1,1,0,0,1,1,1199,4061,1,0,1,0,1,0,0,0,0,1,0
6563,1,0,1,1,15,1,1,0,0,0,0,0,0,1,805,2628,1,0,1,0,1,0,0,1,0,0,0
1905,0,0,0,0,41,1,1,0,0,0,0,0,0,1,89,2414,0,0,0,1,0,1,0,0,0,0,1
102,1,0,0,0,38,1,1,0,0,1,1,1,0,0,1188,4692,0,0,1,0,0,1,0,1,0,0,0
3014,1,1,1,0,44,1,1,0,0,1,0,1,0,1,1077,4919,0,0,1,0,1,0,0,0,0,1,0
4301,1,0,1,1,66,1,0,0,0,0,0,0,0,1,24,2983,0,0,0,1,0,0,1,0,0,0,1
6678,1,0,0,1,19,1,0,0,0,0,0,0,0,0,46,1531,0,0,0,1,0,0,1,0,1,0,0
4269,1,0,1,0,17,1,1,1,1,1,0,0,0,0,1097,3158,1,0,1,0,1,0,0,0,1,0,0
2447,1,0,0,0,7,1,0,0,0,1,0,0,0,1,805,1586,0,0,1,0,1,0,0,0,0,1,0
1580,0,1,1,0,21,1,1,0,1,1,0,0,1,0,748,3199,0,1,0,0,0,1,0,1,0,0,0
3803,1,0,1,0,61,1,1,0,1,0,1,1,0,1,1170,5674,1,0,1,0,0,0,1,0,0,1,0
3481,0,0,0,0,4,1,1,0,0,0,0,0,0,0,390,879,0,1,0,0,1,0,0,0,0,1,0
4871,1,0,1,1,58,1,0,0,1,0,1,1,1,1,811,5054,0,1,0,0,0,1,0,0,1,0,0
3877,0,0,1,1,21,0,0,1,0,1,0,1,1,1,478,2704,1,1,0,0,0,1,0,0,0,1,0
5192,1,0,0,1,60,1,0,0,0,0,0,0,0,0,28,2748,0,0,0,1,0,0,1,0,0,0,1
135,0,0,0,0,43,1,1,0,0,0,0,0,0,1,106,2745,0,0,0,1,0,0,1,0,1,0,0
2521,1,1,1,0,36,1,1,0,0,0,0,0,1,1,1000,4437,1,0,1,0,1,0,0,0,1,0,0
4151,0,1,0,0,57,0,0,0,1,1,0,1,1,1,459,4414,0,1,0,0,1,0,0,0,0,1,0
1918,1,0,0,0,24,1,0,1,0,0,1,0,0,0,458,2992,0,1,0,0,1,0,0,0,0,1,0
6332,1,0,1,1,68,1,0,1,1,1,0,1,1,1,1380,6256,0,0,1,0,0,0,1,1,0,0,0
4697,1,0,1,0,72,1,0,0,0,1,0,1,1,1,1181,6122,0,0,1,0,1,0,0,0,0,1,0
4750,1,0,0,0,9,0,0,1,1,1,0,0,0,0,235,1328,0,1,0,0,0,1,0,0,0,0,1
2666,1,0,0,1,66,1,0,0,1,1,1,1,1,1,890,5480,0,1,0,0,0,0,1,0,1,0,0
5110,0,0,0,0,8,1,1,0,0,0,0,0,0,1,777,1850,0,0,1,0,1,0,0,0,0,1,0
2925,0,0,1,1,50,1,0,0,0,1,1,1,1,0,1337,5466,0,0,1,0,0,1,0,0,0,0,1
3066,0,0,0,0,10,1,1,0,0,0,0,0,0,1,822,2099,0,0,1,0,1,0,0,0,0,0,1
1789,1,0,1,0,54,0,0,0,1,0,0,0,0,0,152,3340,0,1,0,0,1,0,0,0,0,1,0
5288,0,0,0,0,1,1,0,0,0,0,0,1,0,1,893,389,1,0,1,0,1,0,0,0,0,1,0
807,1,0,1,0,71,1,1,1,0,1,1,1,1,1,1442,6368,0,0,1,0,0,0,1,0,1,0,0
462,1,0,1,1,4,1,1,0,0,1,0,1,1,0,1304,1348,1,0,1,0,1,0,0,0,0,1,0
879,1,0,0,0,33,1,1,0,1,0,0,0,0,1,452,3383,0,1,0,0,1,0,0,1,0,0,0
3248,1,1,1,0,10,1,1,0,0,0,0,0,1,1,1028,2241,1,0,1,0,1,0,0,0,0,1,0
4726,0,0,1,0,72,0,0,1,1,1,0,0,1,1,360,4679,0,1,0,0,0,0,1,0,0,1,0
5680,0,1,1,0,1,1,0,0,0,0,0,0,0,1,46,40,1,0,0,1,1,0,0,0,0,0,1
6790,0,0,0,0,67,1,1,0,0,0,0,0,0,1,104,3520,0,0,0,1,0,0,1,1,0,0,0
4377,0,0,1,0,22,1,0,0,0,0,0,1,0,1,900,3420,0,0,1,0,1,0,0,0,1,0,0
799,1,0,0,0,62,1,1,0,0,1,0,1,1,1,1222,5886,1,0,1,0,0,1,0,0,0,1,0
354,0,1,0,0,21,0,0,1,0,0,0,1,0,1,263,2215,1,1,0,0,1,0,0,0,0,1,0
3964,0,0,1,1,68,1,1,1,0,1,1,1,1,0,1500,6338,0,0,1,0,0,0,1,0,1,0,0
1073,1,0,0,0,7,1,1,0,0,1,0,1,1,1,1243,1996,1,0,1,0,1,0,0,1,0,0,0
3101,0,0,0,0,58,1,1,1,0,0,0,0,0,1,896,5159,0,0,1,0,1,0,0,1,0,0,0
5594,0,0,1,1,23,1,1,0,0,0,0,1,0,1,970,3582,0,0,1,0,1,0,0,0,0,1,0
144,1,1,1,0,71,1,1,0,0,0,0,0,0,0,71,3480,0,0,0,1,0,0,1,1,0,0,0
380,0,0,1,0,41,1,0,0,1,1,1,0,0,1,1019,4544,0,0,1,0,0,1,0,1,0,0,0
1340,0,0,1,1,0,0,0,1,1,1,1,1,0,0,480,0,0,1,0,0,0,0,1,0,1,0,0
4168,1,0,1,0,61,0,0,1,0,1,1,1,1,1,583,4778,0,1,0,0,0,0,1,0,0,0,1
6510,0,0,1,1,46,1,1,1,0,1,1,0,1,0,1274,5209,0,0,1,0,0,0,1,0,0,0,1
121,0,0,0,0,6,1,0,0,0,0,0,0,0,0,43,553,0,0,0,1,1,0,0,0,0,0,1
3745,1,0,0,0,7,1,0,0,1,0,0,1,1,1,1173,1913,1,0,1,0,1,0,0,0,0,1,0
3612,1,0,0,0,21,1,1,0,0,0,0,0,0,1,781,3276,0,0,1,0,1,0,0,0,0,1,0
1360,0,1,0,0,13,1,1,0,0,0,0,1,1,1,1189,2904,1,0,1,0,1,0,0,0,0,1,0
418,0,0,1,1,22,1,0,0,1,0,0,0,1,0,961,3577,1,0,1,0,1,0,0,0,0,1,0
6348,0,0,0,0,26,1,0,0,0,0,0,0,0,1,696,3548,0,0,1,0,1,0,0,0,1,0,0
5546,1,0,0,0,4,0,0,1,1,0,1,0,0,0,268,657,0,1,0,0,1,0,0,0,0,0,1
1514,0,0,0,1,63,1,0,0,0,0,0,0,0,0,19,2783,0,0,0,1,0,0,1,0,1,0,0
4184,1,1,1,0,5,1,1,0,0,1,0,0,0,1,898,1259,1,0,1,0,1,0,0,1,0,0,0
5455,0,0,0,0,6,1,0,0,0,0,0,0,0,0,23,597,0,0,0,1,1,0,0,0,1,0,0
3100,0,0,1,0,55,1,1,0,1,1,0,1,0,1,1177,5442,0,0,1,0,1,0,0,0,1,0,0
2063,1,0,1,1,51,1,0,1,0,0,1,1,1,1,835,4876,0,1,0,0,0,1,0,1,0,0,0
555,0,0,1,1,56,1,1,1,0,1,0,0,1,1,690,4789,0,1,0,0,0,1,0,1,0,0,0
2312,1,0,0,0,18,1,0,0,0,0,0,0,0,0,31,1382,0,0,0,1,0,1,0,0,0,0,1
3543,1,0,1,0,72,1,1,1,1,1,1,0,1,0,1387,6362,0,0,1,0,0,0,1,1,0,0,0
5440,0,0,1,1,19,1,0,0,0,1,0,0,0,1,368,2415,0,1,0,0,1,0,0,1,0,0,0
1485,1,1,0,0,22,1,1,0,0,0,0,1,1,1,1221,3773,1,0,1,0,1,0,0,0,0,1,0
5017,0,0,1,0,41,0,0,0,1,0,1,0,0,0,198,3057,0,1,0,0,0,1,0,0,0,0,1
1272,1,0,1,1,5,1,0,0,0,0,0,0,0,0,18,439,0,0,0,1,1,0,0,0,0,0,1
6598,0,0,0,0,57,1,0,1,1,1,1,1,0,1,793,4991,0,1,0,0,0,0,1,0,1,0,0
1411,1,1,0,0,29,1,0,0,1,1,0,1,1,1,1309,4317,0,0,1,0,1,0,0,1,0,0,0
5076,0,0,1,1,33,1,0,0,0,1,0,1,1,1,1164,4431,1,0,1,0,0,1,0,0,0,1,0
6915,0,0,1,0,72,1,1,0,0,1,0,1,1,1,1239,6147,0,0,1,0,0,0,1,0,0,1,0
1471,1,0,1,0,31,1,1,0,0,1,0,1,0,0,1066,4176,0,0,1,0,1,0,0,0,1,0,0
2266,1,1,1,0,52,1,0,1,0,1,1,1,1,1,1364,5597,0,0,1,0,0,1,0,1,0,0,0
5503,1,0,1,1,35,1,0,0,0,0,0,0,0,0,30,2052,0,0,0,1,0,1,0,1,0,0,0
5077,0,0,1,1,7,1,0,0,0,0,0,0,0,0,26,647,0,0,0,1,0,0,1,0,0,0,1
5635,0,0,1,0,22,1,0,0,1,1,0,0,0,1,453,2734,0,1,0,0,1,0,0,0,0,0,1
4154,1,0,0,0,6,1,1,0,0,0,0,0,0,1,805,1538,1,0,1,0,1,0,0,0,0,1,0
6679,0,0,1,0,60,0,0,1,1,0,1,0,0,0,216,3918,0,1,0,0,0,0,1,1,0,0,0
3165,1,0,1,1,24,1,0,0,0,0,0,0,0,0,34,1475,0,0,0,1,0,1,0,0,0,0,1
2436,0,1,0,0,31,1,0,1,0,0,0,0,0,1,778,3784,0,0,1,0,1,0,0,0,1,0,0
2868,1,0,0,0,26,1,0,0,1,0,0,1,0,1,1010,3811,0,0,1,0,1,0,0,0,0,1,0
6612,1,0,1,1,1,1,0,0,0,0,0,0,0,1,713,295,1,0,1,0,1,0,0,0,0,0,1
981,1,0,1,1,40,1,0,0,0,0,0,0,0,0,21,2149,0,0,0,1,0,0,1,0,0,0,1
5974,1,0,1,1,10,1,0,0,0,0,0,0,0,1,30,892,0,0,0,1,1,0,0,0,1,0,0
6063,0,0,1,1,70,1,0,0,0,0,0,0,0,1,13,3074,0,0,0,1,0,0,1,0,0,0,1
3246,1,0,0,0,3,1,0,0,0,0,0,1,0,0,462,707,1,1,0,0,1,0,0,0,0,0,1
6207,1,1,0,0,46,1,0,1,0,0,0,0,1,0,995,4878,1,0,1,0,1,0,0,0,0,1,0
1268,1,0,1,0,59,1,1,1,1,1,0,1,1,1,1472,6018,1,0,1,0,0,1,0,0,0,1,0
414,0,1,1,0,48,1,0,0,0,0,0,0,0,1,728,4661,0,0,1,0,1,0,0,1,0,0,0
268,1,0,0,0,59,1,0,0,0,0,0,0,0,0,16,2622,1,0,0,1,0,0,1,0,0,0,1
3127,0,0,0,0,29,0,0,0,1,0,0,0,0,1,156,2239,1,1,0,0,1,0,0,0,0,1,0
654,0,1,0,0,8,1,0,0,0,0,0,0,0,0,22,729,1,0,0,1,1,0,0,0,0,1,0
3011,0,0,1,1,9,1,0,0,0,0,0,0,0,0,24,872,0,0,0,1,0,0,1,0,0,0,1
6394,0,0,0,0,8,1,0,1,1,0,1,0,0,0,510,1536,0,1,0,0,0,1,0,1,0,0,0
2223,0,0,0,0,28,1,1,0,1,0,0,0,1,1,1092,4136,1,0,1,0,1,0,0,0,0,1,0
6989,0,0,1,1,20,1,1,1,0,0,0,1,1,0,827,3307,0,1,0,0,0,1,0,1,0,0,0
2337,0,1,0,0,56,1,1,0,1,1,0,1,1,1,1370,5610,1,0,1,0,0,1,0,1,0,0,0
3541,0,0,1,0,49,0,0,1,0,0,0,1,0,0,254,3764,0,1,0,0,1,0,0,1,0,0,0
773,0,0,1,0,5,1,0,1,0,1,0,0,1,1,1071,1508,1,0,1,0,1,0,0,0,0,0,1
2446,0,0,0,0,18,1,1,0,1,0,0,1,0,1,1093,3240,1,0,1,0,1,0,0,0,1,0,0
589,1,0,1,1,71,1,1,1,1,1,1,1,1,0,1101,6088,0,1,0,0,0,0,1,0,0,1,0
2907,1,0,1,0,20,1,0,0,0,0,0,1,1,1,1073,3553,1,0,1,0,1,0,0,0,0,0,1
2127,1,0,1,0,40,0,0,1,1,1,0,0,0,1,267,3434,1,1,0,0,0,1,0,0,0,1,0
2996,0,0,0,0,18,1,1,1,0,1,0,0,0,1,555,2702,0,1,0,0,1,0,0,0,0,0,1
3896,0,0,1,1,38,1,0,0,0,0,0,0,0,0,35,2055,0,0,0,1,0,1,0,0,0,0,1
3038,0,1,1,0,67,1,1,1,1,0,0,1,1,1,1387,6239,0,0,1,0,0,1,0,0,0,1,0
6441,0,0,1,1,17,1,0,1,0,0,1,0,0,1,466,2341,0,1,0,0,1,0,0,0,1,0,0
2465,1,0,0,0,1,0,0,0,0,0,0,0,1,1,194,95,1,1,0,0,1,0,0,1,0,0,0
3377,1,0,1,0,68,1,1,0,0,0,0,0,0,0,93,3348,0,0,0,1,0,0,1,0,1,0,0
701,1,0,0,0,35,1,1,0,0,0,0,1,0,0,958,4262,0,0,1,0,1,0,0,0,0,1,0
5845,0,0,0,0,3,1,1,0,0,0,0,0,0,1,823,993,1,0,1,0,1,0,0,0,0,1,0
2301,0,0,1,0,8,1,1,0,0,0,1,0,1,1,1098,2048,0,0,1,0,1,0,0,0,0,1,0
5121,1,0,0,0,29,1,1,0,1,1,0,0,1,0,733,3685,0,1,0,0,0,1,0,0,1,0,0
677,0,0,0,0,2,0,0,0,0,0,0,0,1,1,185,261,1,1,0,0,1,0,0,0,0,1,0
6062,0,1,0,0,53,1,0,0,1,0,0,0,0,1,783,4895,0,0,1,0,1,0,0,0,1,0,0
6607,1,0,0,1,1,0,0,0,0,0,0,0,0,1,98,64,1,1,0,0,1,0,0,0,0,1,0
2598,0,0,0,0,7,1,0,0,0,1,0,0,0,1,810,1654,0,0,1,0,1,0,0,0,0,1,0
2345,0,0,0,1,4,1,0,0,0,0,0,0,0,1,30,434,0,0,0,1,1,0,0,1,0,0,0
4093,0,0,0,0,29,1,1,0,0,0,0,0,0,1,827,3867,0,0,1,0,1,0,0,0,1,0,0
693,0,0,0,0,3,1,1,0,0,0,0,0,0,1,809,1065,1,0,1,0,1,0,0,0,1,0,0
1513,0,1,0,0,1,0,0,0,0,0,0,0,0,1,108,69,1,1,0,0,1,0,0,0,0,0,1
6067,1,0,0,0,7,0,0,1,0,1,0,0,0,0,195,1043,0,1,0,0,0,1,0,0,0,0,1
6105,0,0,0,0,52,1,1,1,1,0,1,1,1,1,1491,5795,1,0,1,0,0,1,0,0,1,0,0
6189,1,0,1,1,72,1,1,1,1,1,1,1,1,1,1131,6077,0,1,0,0,0,0,1,0,1,0,0
110,1,0,1,0,55,1,1,1,1,0,0,1,0,1,1222,5502,1,0,1,0,1,0,0,0,0,1,0
3852,1,0,0,0,1,1,0,0,0,0,0,0,0,1,22,16,0,0,0,1,1,0,0,1,0,0,0
6474,0,0,0,0,6,1,0,0,0,0,0,0,0,0,20,588,0,0,0,1,0,0,1,0,0,0,1
6270,0,0,1,1,29,1,0,0,0,0,0,0,0,0,33,1721,0,0,0,1,0,0,1,0,0,0,1
2131,1,0,1,1,42,0,0,1,0,1,1,1,0,0,341,3740,0,1,0,0,0,0,1,0,1,0,0
4085,0,0,0,0,30,0,0,0,0,0,1,0,1,1,249,2744,0,1,0,0,0,1,0,0,1,0,0
1919,1,0,0,0,1,1,0,0,0,1,0,0,0,0,394,203,1,1,0,0,1,0,0,0,0,0,1
856,1,0,0,0,72,1,1,1,1,0,1,1,1,0,1016,5958,0,1,0,0,0,0,1,0,1,0,0
3408,0,0,0,0,4,1,0,0,1,0,0,0,0,0,390,674,1,1,0,0,1,0,0,0,1,0,0
5950,1,0,0,1,1,0,0,0,0,0,0,0,0,1,86,54,0,1,0,0,1,0,0,0,0,1,0
6554,0,0,0,0,1,1,0,0,0,0,0,0,0,0,688,277,1,0,1,0,1,0,0,0,0,1,0
2510,1,0,0,0,1,1,1,0,0,0,0,0,0,1,792,338,1,0,1,0,1,0,0,0,0,0,1
6897,1,0,0,0,62,1,0,0,1,1,1,1,1,1,908,5392,0,1,0,0,1,0,0,1,0,0,0
4169,0,0,0,0,15,1,0,0,1,1,0,1,1,1,1305,3160,1,0,1,0,1,0,0,0,0,1,0
4392,1,0,1,1,1,1,0,0,0,0,0,0,0,0,13,8,0,0,0,1,1,0,0,0,0,0,1
1758,0,0,0,0,68,1,0,0,0,0,0,0,0,0,30,3043,0,0,0,1,0,0,1,1,0,0,0
3337,0,0,0,0,7,1,1,0,0,0,0,0,0,1,814,1733,0,0,1,0,1,0,0,0,0,1,0
3203,0,0,1,0,72,1,1,1,1,1,1,1,1,0,1054,6042,0,1,0,0,0,0,1,1,0,0,0
605,1,0,1,0,72,1,1,1,0,1,1,1,1,0,1028,5878,0,1,0,0,0,0,1,0,1,0,0
6986,0,0,1,0,30,1,1,0,1,0,1,1,0,1,1170,4238,1,0,1,0,1,0,0,0,1,0,0
3034,1,0,0,0,1,1,1,0,0,0,0,1,0,0,985,423,1,0,1,0,1,0,0,0,0,1,0
6691,0,0,0,0,39,0,0,1,1,0,1,0,0,0,260,3416,0,1,0,0,0,1,0,1,0,0,0
1468,1,0,0,0,62,1,1,1,1,0,0,0,1,1,1137,5717,0,0,1,0,0,1,0,1,0,0,0
5178,0,0,1,0,53,1,1,0,1,1,1,1,1,1,1449,5708,0,0,1,0,0,1,0,1,0,0,0
2812,1,0,1,0,66,1,1,0,1,0,1,1,1,1,1356,6171,1,0,1,0,0,1,0,0,0,1,0
6171,0,1,1,1,59,1,1,0,0,1,0,0,1,1,1068,5546,0,0,1,0,1,0,0,0,1,0,0
5079,1,0,0,0,15,1,1,0,1,0,1,0,1,0,1202,3154,0,0,1,0,1,0,0,0,0,1,0
2921,1,0,0,0,9,1,1,0,0,0,0,1,1,1,1198,2190,1,0,1,0,1,0,0,0,0,1,0
107,0,0,0,0,32,0,0,1,0,0,0,0,0,0,147,2354,0,1,0,0,0,1,0,0,0,0,1
29,0,0,0,1,17,1,0,0,0,0,0,1,1,1,622,2610,1,1,0,0,1,0,0,0,0,0,1
3780,1,0,1,1,55,1,0,0,0,1,1,0,0,1,464,4426,0,1,0,0,0,0,1,0,1,0,0
3150,1,0,0,0,17,0,0,0,0,0,0,0,0,1,105,1476,0,1,0,0,1,0,0,0,0,0,1
3616,0,1,1,0,69,1,0,1,1,0,0,0,1,0,1041,5862,0,0,1,0,0,1,0,0,1,0,0
5346,1,0,0,0,66,1,1,1,1,1,0,0,1,1,799,5285,0,1,0,0,0,0,1,0,1,0,0
4940,1,1,0,0,16,1,1,0,0,0,0,0,0,1,796,2857,0,0,1,0,1,0,0,1,0,0,0
751,1,0,1,1,70,1,0,1,1,1,0,1,1,1,903,5652,0,1,0,0,0,0,1,0,1,0,0
3168,0,0,0,0,50,1,0,0,0,0,0,0,0,1,16,2520,0,0,0,1,0,1,0,0,0,0,1
584,0,0,0,0,3,1,0,0,0,0,0,0,0,1,29,258,0,0,0,1,1,0,0,0,0,0,1
1220,1,0,0,0,17,1,1,1,0,0,0,0,1,0,643,2636,0,1,0,0,1,0,0,1,0,0,0
5040,1,0,1,1,20,1,1,0,1,0,1,1,0,0,1223,3559,0,0,1,0,1,0,0,0,0,0,1
6614,1,0,1,1,71,1,0,0,0,0,0,0,0,0,23,2921,0,0,0,1,0,0,1,0,1,0,0
3274,0,0,0,0,34,1,0,0,1,1,1,1,1,1,1377,4707,0,0,1,0,1,0,0,0,0,1,0
6053,0,0,0,1,43,1,1,0,0,0,0,0,0,1,94,2574,0,0,0,1,0,0,1,0,0,1,0
548,1,1,1,0,50,1,1,1,1,1,0,1,0,1,1317,5512,0,0,1,0,0,1,0,1,0,0,0
5448,0,0,1,1,41,1,1,1,1,1,0,0,1,1,1312,4854,0,0,1,0,0,1,0,1,0,0,0
6921,1,0,0,0,54,1,1,0,1,0,0,0,0,1,897,5059,0,0,1,0,1,0,0,1,0,0,0
2874,0,0,1,0,64,1,0,0,0,0,0,0,0,0,18,2803,0,0,0,1,0,0,1,0,1,0,0
6548,1,0,1,1,31,1,0,0,0,1,1,0,0,0,446,3363,0,1,0,0,1,0,0,0,0,0,1
3715,1,1,0,0,11,1,0,0,0,0,0,0,1,1,870,2272,0,0,1,0,1,0,0,0,0,1,0
2291,0,0,0,0,4,1,1,0,0,0,0,1,0,1,1008,1197,1,0,1,0,1,0,0,0,0,1,0
6783,0,0,0,1,21,0,0,1,1,1,1,1,0,0,424,2739,0,1,0,0,0,0,1,0,0,0,1
6887,0,0,1,1,35,1,1,0,0,0,0,0,0,0,78,2175,0,0,0,1,0,0,1,1,0,0,0
3396,0,0,1,1,58,1,0,1,1,0,0,1,1,0,1266,5771,0,0,1,0,0,1,0,0,1,0,0
4945,1,0,1,1,20,1,0,0,0,0,0,0,0,0,30,1377,0,0,0,1,0,0,1,0,0,0,1
1203,0,0,0,0,60,1,1,0,0,0,0,0,0,0,92,3213,0,0,0,1,0,0,1,0,0,0,1
344,0,0,0,1,41,1,0,0,0,0,0,0,0,1,34,2254,0,0,0,1,0,1,0,0,1,0,0
4328,0,0,1,0,15,1,1,0,0,0,0,0,0,1,398,1990,0,1,0,0,1,0,0,0,0,1,0
5907,1,0,0,0,1,1,0,0,0,0,0,0,0,1,291,135,0,1,0,0,1,0,0,0,0,0,1
1575,1,0,0,0,66,1,0,0,1,1,0,1,1,0,1271,6107,1,0,1,0,1,0,0,0,0,1,0
2900,0,1,1,1,1,1,0,0,0,0,0,0,0,1,700,284,1,0,1,0,1,0,0,0,0,1,0
6604,1,0,1,1,2,1,0,0,0,0,0,0,0,1,295,456,0,1,0,0,1,0,0,0,0,1,0
3047,0,0,1,0,32,1,0,0,1,0,0,0,1,0,978,4110,1,0,1,0,1,0,0,1,0,0,0
3131,0,1,1,0,72,1,1,1,1,1,1,0,1,0,869,5690,0,1,0,0,0,0,1,1,0,0,0
5853,1,0,1,0,62,1,1,1,1,0,0,0,1,0,1210,5841,0,0,1,0,0,1,0,0,0,1,0
4072,1,1,0,0,9,1,0,0,0,0,0,0,1,1,891,2008,0,0,1,0,1,0,0,0,0,1,0
2173,1,0,0,0,4,1,0,0,0,1,0,0,1,0,1016,1163,0,0,1,0,1,0,0,0,0,1,0
90,1,0,1,1,30,1,0,0,1,1,0,0,0,0,941,4104,0,0,1,0,1,0,0,1,0,0,0
7006,1,0,0,0,40,1,1,0,1,1,0,1,1,1,1365,4915,1,0,1,0,1,0,0,0,1,0,0
5487,1,0,0,1,33,1,0,0,0,0,0,0,0,1,32,1943,0,0,0,1,0,1,0,0,0,0,1
4383,1,0,1,0,63,1,1,1,1,1,1,0,1,0,900,5427,0,1,0,0,0,1,0,0,1,0,0
2252,0,0,1,1,64,1,0,0,0,0,0,0,0,0,25,2972,0,0,0,1,0,1,0,1,0,0,0
6696,1,0,0,0,5,1,1,0,1,1,0,0,1,0,1218,1605,0,0,1,0,1,0,0,0,0,1,0
624,0,0,0,0,7,1,0,0,0,0,0,0,0,0,29,623,1,0,0,1,1,0,0,1,0,0,0
69,1,0,0,0,10,1,0,1,0,1,0,0,0,1,897,2287,0,0,1,0,1,0,0,0,0,0,1
889,0,0,1,1,63,1,1,1,1,1,0,1,0,1,1292,5921,1,0,1,0,1,0,0,0,0,1,0
4845,1,0,1,1,20,0,0,1,0,1,1,0,0,1,232,2179,0,1,0,0,0,0,1,0,1,0,0
5340,0,0,0,0,38,1,1,1,1,1,0,1,1,0,977,4470,0,1,0,0,0,1,0,1,0,0,0
5274,0,1,1,0,66,1,1,0,1,1,1,1,1,1,1433,6259,0,0,1,0,0,1,0,0,1,0,0
6868,1,0,0,0,13,1,0,0,0,0,0,1,1,1,1115,2678,1,0,1,0,1,0,0,0,0,1,0
3921,0,0,1,0,24,1,1,1,1,1,0,0,0,0,653,3280,0,1,0,0,1,0,0,0,0,0,1
5072,1,1,1,0,23,1,1,0,1,1,0,1,1,1,1364,3834,0,0,1,0,1,0,0,0,0,1,0
947,0,1,1,1,32,1,1,0,0,1,0,1,0,1,1120,4291,0,0,1,0,1,0,0,0,0,0,1
877,0,0,0,1,51,0,0,1,0,1,1,1,1,0,546,4400,0,1,0,0,0,1,0,1,0,0,0
6806,0,0,1,0,40,1,0,0,0,0,0,0,0,0,11,2104,0,0,0,1,0,0,1,0,0,0,1
6575,0,0,0,0,22,1,1,1,0,0,1,0,0,1,525,2843,0,1,0,0,1,0,0,0,0,0,1
2462,1,0,0,1,1,1,0,1,1,0,1,0,1,1,724,306,0,1,0,0,1,0,0,1,0,0,0
293,0,1,0,0,6,1,0,0,0,0,0,1,1,1,1080,1739,0,0,1,0,1,0,0,0,0,1,0
5446,1,0,0,0,1,1,0,0,0,0,0,0,0,0,22,16,1,0,0,1,1,0,0,0,0,0,1
3091,0,0,1,0,4,1,0,0,0,0,0,0,0,0,39,379,0,0,0,1,0,1,0,1,0,0,0
445,0,0,0,0,60,1,1,0,1,1,0,1,1,1,1393,5996,1,0,1,0,1,0,0,0,0,1,0
4020,1,1,1,0,72,0,0,1,1,1,1,1,1,1,627,5175,0,1,0,0,0,0,1,0,1,0,0
1961,0,0,0,0,42,1,1,1,1,0,0,0,0,1,546,4001,0,1,0,0,0,1,0,1,0,0,0
2846,0,0,1,0,2,1,0,1,0,0,0,0,1,1,583,554,0,1,0,0,1,0,0,0,0,0,1
3614,1,0,1,0,69,0,0,1,0,1,1,1,1,0,548,4927,0,1,0,0,0,0,1,1,0,0,0
1880,1,0,0,0,2,1,1,0,0,0,0,0,1,1,1015,737,1,0,1,0,1,0,0,0,0,1,0
5186,0,1,0,0,1,0,0,0,0,0,0,1,0,1,212,101,1,1,0,0,1,0,0,0,0,1,0
4690,1,0,1,0,31,1,0,0,0,1,1,0,1,1,655,3728,0,1,0,0,1,0,0,0,1,0,0
3570,1,0,1,1,16,1,0,0,0,0,0,0,0,0,39,1109,0,0,0,1,0,0,1,0,0,0,1
4917,0,0,0,0,15,1,0,0,0,0,0,0,0,0,21,1138,0,0,0,1,1,0,0,0,0,0,1
4678,0,0,0,1,2,1,1,0,0,0,0,1,1,1,1172,824,1,0,1,0,1,0,0,1,0,0,0
5213,0,1,1,0,17,1,1,0,0,0,0,1,1,1,1142,3330,0,0,1,0,1,0,0,0,0,1,0
5030,1,0,0,1,6,1,0,0,0,1,0,1,1,0,1178,1755,1,0,1,0,1,0,0,0,0,0,1
4922,0,0,1,1,61,1,1,1,1,0,0,0,0,0,539,4711,0,1,0,0,1,0,0,0,0,1,0
367,0,0,0,0,1,1,0,0,0,0,0,0,0,0,12,7,0,0,0,1,1,0,0,0,0,0,1
5243,1,0,0,0,19,1,0,0,0,0,1,0,1,1,1048,3443,0,0,1,0,0,1,0,0,1,0,0
5331,1,0,1,1,44,0,0,1,1,1,1,0,1,1,440,3972,0,1,0,0,0,0,1,0,1,0,0
2540,0,0,0,0,70,1,1,1,1,1,1,1,1,1,1503,6405,0,0,1,0,0,0,1,0,1,0,0
6316,1,0,1,1,63,1,1,0,0,0,0,0,0,0,97,3292,0,0,0,1,0,0,1,0,0,0,1
3392,0,0,1,1,58,1,0,0,0,0,0,0,0,1,287,3994,0,1,0,0,0,1,0,0,0,0,1
